"file","id","group","description","defect","status","message","n_warnings","warnings","elapsed"
"30-bulk-prewarm","BW-01",NA,"enheter csv bulk downloads",NA,"PASS",NA,0,NA,0.0837128162384033
"30-bulk-prewarm","BW-02",NA,"underenheter csv bulk downloads",NA,"PASS",NA,0,NA,0.0664265155792236
"30-bulk-prewarm","BW-03",NA,"enheter json bulk downloads",NA,"PASS",NA,0,NA,236.089487791061
"30-bulk-prewarm","BW-04",NA,"roller json bulk downloads",NA,"PASS",NA,0,NA,143.229332923889
"30-bulk-prewarm","BW-05",NA,"cached second call performs no download",NA,"PASS",NA,0,NA,0.206292152404785
"30-bulk-prewarm","BW-06",NA,"sampled enheter parse succeeds",NA,"PASS",NA,0,NA,5.61665272712708
"30-bulk-prewarm","BW-07",NA,"snapshot store partitions are written",NA,"PASS",NA,0,NA,5.63559508323669
"30-bulk-prewarm","BW-08",NA,"snapshot store lists every partition",NA,"PASS",NA,0,NA,0.0303230285644531
"30-bulk-prewarm","BW-09",NA,"snapshot dates round trip",NA,"PASS",NA,0,NA,0.00373291969299316
"30-bulk-prewarm","BW-10",NA,"arrow can open the constructed store",NA,"PASS",NA,0,NA,0.136017799377441
"30-bulk-prewarm","BW-11",NA,"underenheter store is written for cross-type tests",NA,"PASS",NA,0,NA,1.09444189071655
